country,gppd_idnr,capacity_mw,latitude,longitude,primary_fuel,other_fuel1,other_fuel2,other_fuel3,commissioning_year,owner,generation_gwh_2017,estimated_generation_gwh_2017
USA,USA0056424,98.9,43.6141,-92.5988,Wind,,,,2007,FPL Energy Mower County LLC,284.258,322.04
USA,USA0006506,3.9,48.7339,-116.1752,Hydro,,,,1957.641026,City of Bonners Ferry,18.44172,13.12
USA,USA0050031,3,42.7213,-73.6806,Hydro,,,,1992,Ampersand Mount Ida Hydro LLC,8.743,5.24
USA,USA0058345,5,35.2181,-78.0697,Solar,,,,2013,Mt Olive Farm 2 LLC,9.302,8.98
USA,USA0059645,5,35.1811,-78.0969,Solar,,,,2015,Cypress Creek Renewables,8.738,9.08
USA,USA0001166,24,40.9718,-91.5512,Oil,,,,2002,City of Mt Pleasant - (IA),0.294,14.06
USA,USA0054626,62,35.5763,-119.0062,Waste,Gas,,,1989,Mt Poso Cogeneration Co,0,11.23
USA,USA0003954,1680.9,39.2008,-79.2636,Coal,Oil,,,1968.156166,Virginia Electric & Power Co,6997.538042,7764.37
USA,USA0058025,3.4,42.5886,-71.9842,Wind,,,,2011,Mt Wachusett Community College,5.61385,8.3
USA,USA0059695,20,43.129,-115.752,Solar,,,,2017,Mt. Home Solar 1  LLC,38.043,32.59
USA,USA0060893,1,42.975,-90.8318,Solar,,,,2017,SoCore Energy LLC,1.864,1.62
USA,USA0060906,7.6,42.2686,-72.603,Solar,Storage,,,2017.815789,Mt. Tom Solar  LLC,5.91,12.38
USA,USA0010458,29.9,40.9764,-121.2558,Hydro,,,,1989,Brookfield Renewable Trading and Marketing LP,93.227,89.38
USA,USA0003164,1072,39.8076,-76.2993,Hydro,,,,1967.25,Exelon Power,-413.465,2948.24
USA,USA0054426,125.3,27.8489,-81.8775,Gas,Oil,,,1994,Northern Star Generation Services Co LLC,0,441.86
USA,USA0059184,15.8,35.1319,-88.5867,Solar,,,,2015,Dominion Renewable Energy,25.603,30.32
USA,USA0050201,17.9,34.9536,-83.3786,Waste,,,,2010,Multitrade Rabun Gap LLC,116.861,3.24
USA,USA0007976,9.2,37.4908,-97.2216,Oil,,,,2003,City of Mulvane - (KS),0.002,5.39
USA,USA0059844,2.4,40.3503,-74.5927,Solar,,,,2012,Munich Reinsurance America  Inc,2.619,3.25
USA,USA0050674,1.2,33.8247,-116.5106,Gas,,,,2015,Palm Springs City of,2.142,4.23
USA,USA0000193,7.2,36.3858,-90.1867,Oil,Gas,,,1964.111111,City of Piggott - (AR),0,4.21
USA,USA0056504,2,42.8129,-86.0335,Gas,,,,2002,City of Zeeland - (MI),0.112,7.05
USA,USA0056594,34.5,42.9086,-75.5697,Wind,,,,2007,RWE Renewables Americas LLC,96.783,94.19
USA,USA0060412,4,36.2647,-117.9955,Solar,,,,2016,Ecos Energy LLC,8.651,8.4
USA,USA0059808,1.1,41.5244,-87.5091,Waste,,,,2012,Town of Munster,3.499,0.19
USA,USA0059509,4,35.6633,-78.5206,Solar,,,,2016,Cypress Creek Renewables,7.582,7.44
USA,USA0057677,1,34.9992,-84.1573,Solar,,,,2011,Murphy Farm Power  LLC,1.25,1.74
USA,USA0060009,20,43.213,-116.439,Solar,,,,2017,Murphy Flat Power  LLC,27.1,32.59
USA,USA0055002,2.4,34.9944,-78.1583,Oil,,,,1995,Murphy - Brown LLC,0.008,1.4
USA,USA0000261,3.6,38.1471,-120.4464,Hydro,,,,1954,Utica Water & Power Authority,18.573,7.1
USA,USA0007166,45.4,34.7956,-92.3569,Hydro,,,,1988,City of North Little Rock - (AR),108.491,155.3
USA,USA0057471,1,40.6844,-74.4044,Solar,,,,2011,Consolidated Edison Development Inc.,1.613,1.37
USA,USA0008010,42,40.67,-111.89,Gas,,,,2001.333333,City of Murray - (UT),1.425,148.11
USA,USA0001167,293.5,41.3917,-91.0569,Coal,Oil,Gas,,1978.335605,Board of Water Electric & Communications,797.476999,1355.72
USA,USA0058635,1.7,41.7906,-87.5828,Gas,,,,2003,Museum of Science and Industry,0,5.99
USA,USA0061003,2,42.7315,-76.6637,Solar,,,,2017,Artemis Solar LLC,2.721,3.25
USA,USA0061015,2,42.7315,-76.6637,Solar,,,,2017,Artemis Solar LLC,2.77,3.25
USA,USA0002952,1716,35.7614,-95.2873,Gas,Coal,,,1980,Oklahoma Gas & Electric Co,6517.451011,6051.46
USA,USA0010362,114,35.7322,-95.2939,Gas,Coal,,,1980.561404,Georgia-Pacific Consumer Operations LLC,392.157003,402.02
USA,USA0057963,10,46.2753,-109.4828,Wind,,,,2013,Musselshell Wind Project LLC,25.3,29.61
USA,USA0057965,10,46.2753,-109.4828,Wind,,,,2013,Musselshell Wind Project Two LLC,29.763,29.61
USA,USA0002953,464.5,35.4699,-97.675,Gas,Solar,,,2017.415501,Oklahoma Gas & Electric Co,166.63,1638.05
USA,USA0057833,150,35.0309,-118.2932,Wind,,,,2012,RWE Renewables Americas LLC,289.326,408.98
USA,USA0055065,521,32.9728,-102.7417,Gas,,,,1999.331286,Golden Spread Electric Cooperative  Inc,1793.555,1837.3
USA,USA0056326,510,32.9746,-102.7436,Gas,,,,2008.666667,Golden Spread Electric Cooperative  Inc,408.929,1798.51
USA,USA0003320,111.5,33.7083,-78.9241,Oil,,,,1969.849327,South Carolina Public Service Authority,0.546,65.34
USA,USA0002192,12,45.2257,-109.7625,Hydro,,,,1925,NorthWestern Energy,61.891,26.53
USA,USA0001588,2375.6,42.3908,-71.0675,Gas,Oil,,,1995.524499,Constellation Mystic Power LLC,7143.491004,8377.54
USA,USA0060213,2,39.6189,-77.7121,Storage,,,,2017,Customized Energy Solutions,-0.083,
USA,USA0054640,236.8,40.0613,-74.1686,Gas,Oil,,,1994,Nautilus Power LLC,934.832993,835.07
USA,USA0055938,383,40.0633,-74.1672,Gas,,,,2003,Nautilus Power LLC,349.313,1350.64
USA,USA0055122,83.2,29.9543,-93.8836,Gas,,,,2001,BASF Corp,570.16008,293.4
USA,USA0059692,4.5,41.7941,-71.3892,Wind,,,,2012,Narragansett Bay Commission,7.154,10.78
USA,USA0058265,14.9,42.0461,-93.5794,Oil,Gas,,,2005.060403,National Centers for Animal Health,18.71016,8.73
USA,USA0061676,11.2,35.784,-78.6747,Gas,Oil,,,2012,NC State University  Energy Systems,79.82,39.49
USA,USA0055999,5.8,42.4137,-71.0022,Gas,,,,2004,Atlantic-VMD Revere Realty  LLC,0,20.45
USA,USA0057270,1,42.1052,-71.703,Solar,,,,2010,Massachusetts Electric Co,0.983,1.2
USA,USA0060857,1,40.0709,-74.1612,Solar,,,,2012,NES Rutgers LLC,1.201,1.39
USA,USA0058210,1.9,42.6108,-72.4742,Solar,,,,2012,FirstLight Power Resources  Inc. - MA,1.996,2.1
USA,USA0056982,63.9,40.9961,-118.1414,Geothermal,,,,2009,NGP Blue Mountain I LLC,229.622,345.4
USA,USA0060378,5,40.76,-74.935,Solar,,,,2016,Constellation Solar New Jersey  LLC,7.504,7.78
USA,USA0056668,28,39,-77.0939,Gas,,,,2018,Power Choice/Pepco Energy Serv,175.573,98.74
USA,USA0057948,10,39.3806,-75.1883,Solar,,,,2012,NJ Oak Solar LLC,15.166,14.74
USA,USA0057724,2.5,40.7508,-74.11,Solar,,,,2012,Public Service Elec & Gas Co,3.745,3.45
USA,USA0058414,1.5,40.955,-91.3944,Wind,,,,2011,New London Municipal Utilities,5.446,4.65
USA,USA0061362,2,32.1676,-101.4792,Storage,,,,2017,NRG Texas Power LLC,0,
USA,USA0054337,1.6,32.7149,-117.1689,Gas,,,,1986,NRG Energy Center San Diego LLC,1.764,5.64
USA,USA0055238,316,42.2386,-89.1012,Gas,,,,2000,Rockford Generation LLC,74.201,1114.37
USA,USA0055936,168,42.2383,-89.1011,Gas,,,,2002,Rockford Generation LLC,81.813,592.45
USA,USA0055099,208.5,32.6889,-92.0811,Gas,,,,2000.482014,NRG Sterlington Power LLC,1.768,735.27
USA,USA0007487,2.7,68.138,-151.741,Oil,,,,2000.666667,North Slope Borough Power & Light,3.907,1.58
USA,USA0007482,3.2,70.4826,-157.4252,Oil,,,,1997.6875,North Slope Borough Power & Light,2.838,1.87
USA,USA0007483,2.6,70.1256,-143.619,Oil,,,,2000,North Slope Borough Power & Light,4.485,1.52
USA,USA0007484,4.4,70.2206,-150.9935,Oil,Gas,,,2004.181818,North Slope Borough Power & Light,6.787,2.57
USA,USA0007485,3.1,68.3484,-166.7372,Oil,,,,2004.903226,North Slope Borough Power & Light,6.54,1.81
USA,USA0007486,2.4,69.7408,-163.0058,Oil,,,,2013,North Slope Borough Power & Light,3.592,1.4
USA,USA0007488,3,70.6429,-160.0205,Oil,,,,1995.933333,North Slope Borough Power & Light,6.891,1.75
USA,USA0055747,82.5,30.9315,-102.2014,Wind,,,,2001,NWP Indian Mesa Wind Farm LP,175.949,198.95
USA,USA0061238,22.9,40.7644,-73.9539,Oil,Gas,,,2009.899563,NY - PRESBYTERIAN HOSPITAL-525 E 68TH ST,46.773,13.42
USA,USA0061414,12,40.7754,-73.8309,Oil,,,,2006,The NY Times Production Facility,0.079,7.03
USA,USA0061413,2.8,40.5855,-73.9656,Oil,,,,2000.821429,NYC-HH Coney Island Hospital,0,1.64
USA,USA0061488,26.5,40.7468,-73.9722,Oil,Gas,,,2013.067925,NYU LANGONE HEALTH,57.972,15.53
USA,USA0054769,4.6,40.6467,-74.0211,Oil,Gas,,,2001.826087,NYU Langone Health,0,2.69
USA,USA0050352,4.4,35.7986,-120.8833,Hydro,,,,1987,Monterey Cnty Water Res Agency,17.552,10.31
USA,USA0055708,114,31.8321,-94.9006,Waste,Biomass,,,2012,Austin Energy,0,20.66
USA,USA0000718,4.8,34.7553,-83.5011,Hydro,,,,1926.5,Georgia Power Co,11.212,13.85
USA,USA0006301,16.5,58.7304,-157.0072,Oil,,,,2004.454545,Naknek Electric Assn  Inc,21.945,9.67
USA,USA0050326,4.7,41.8009,-88.1972,Gas,,,,1985,Nalco Co,14.72072,16.57
USA,USA0002747,43.2,35.2715,-83.6762,Hydro,,,,1942,Duke Energy Carolinas  LLC,186.479,102.28
USA,USA0059816,4,42.2437,-75.9825,Waste,,,,2006,Broome Energy Resources  LLC,25.543,0.72
USA,USA0001615,22.4,41.2583,-70.0517,Oil,Storage,,,2019,Nantucket Electric Co,0.177,13.12
USA,USA0058921,2.8,41.3556,-84.1025,Biomass,Gas,,,2014,CH4 Biogas LLC,0,
USA,USA0007776,5.4,41.4079,-84.1095,Oil,,,,1999,American Mun Power-Ohio  Inc,0.154,3.16
USA,USA0055264,49.5,41.4079,-84.1095,Gas,,,,2000,American Mun Power-Ohio  Inc,2.145,174.56
USA,USA0057462,8,41.3884,-84.0958,Solar,,,,2012,Enfinity BNB Napoleon Solar LLC,12.7,11.31
USA,USA0000195,25.5,34.1484,-93.7152,Hydro,,,,1956.333333,USCE -Vickburg District,30.972,60.07
USA,USA0054894,108.8,35.4189,-80.0917,Hydro,,,,1919.235294,Cube Hydro Carolinas Yadkin,335.457,314.63
USA,USA0000455,46.7,39.239,-121.2704,Hydro,,,,1970,Yuba County Water Agency,321.653,150.29
USA,USA0002499,352,40.6486,-74.0208,Gas,Oil,,,1972,U S Power Generating Company LLC,24.054,1241.32
USA,USA0000262,10.2,39.2364,-121.2717,Hydro,,,,1943,Pacific Gas & Electric Co.,61.468,41.46
USA,USA0058854,5,36.0472,-78.0308,Solar,,,,2013,Nash 58 Farm LLC,9.264,9.62
USA,USA0058855,5,35.9494,-78.0925,Solar,,,,2014,Nash 64 Farm LLC,7.755,9.69
USA,USA0060408,5.2,35.8493,-78.2115,Solar,,,,2016,Cypress Creek Renewables,9.84,10.11
USA,USA0055006,2.4,42.7323,-71.5224,Waste,,,,2009.333333,EPP Renewable Energy,13.772,0.43
USA,USA0060134,2,36.0344,-78.0106,Solar,,,,2016,SRE Utility Solar 1  LLC,3.838,3.75
USA,USA0052056,55,40.7264,-73.5892,Gas,Oil,,,1991,Nassau Energy Corp,338.715268,193.95
USA,USA0057049,106.5,48.51,-112.1097,Wind,,,,2008,NaturEner Glacier Wind Energy 1 LLC,287.367,327.04
USA,USA0057050,103.5,48.5333,-112.1847,Wind,,,,2009,NaturEner Glacier Wind Energy 2 LLC,286.219,313.68
USA,USA0057995,189,48.8203,-112.1033,Wind,,,,2013,NaturEner Rim Rock Energy LLC,657.608,641.03
USA,USA0004162,832,41.7581,-110.5983,Coal,Gas,,,1968.230769,PacifiCorp,4740.719994,3843.15
USA,USA0000584,30,36.8061,-107.6131,Hydro,,,,1989,City of Farmington - (NM),79.225,88.67
USA,USA0058610,1.5,34.5511,-117.1911,Solar,,,,2014,Sustainable Power Group  LLC,4.273,3.49
USA,USA0057764,11.1,35.6877,-117.6814,Solar,,,,2012,Solar Star California XV  LLC,28.476,23.93
USA,USA0050963,5.3,32.7261,-117.1464,Gas,,,,2004,Department of the Navy,29.911,18.69
USA,USA0054239,30,30.7917,-81.5333,Oil,,,,1987.833333,Kings Bay Naval Base,2.107,17.58
USA,USA0061737,8,39.8902,-75.1855,Gas,,,,2018.25,Philadelphia Authority for Industrial Development,0.079,28.21
USA,USA0058022,33,44.0231,-117.4681,Geothermal,,,,2012.333333,US Geothermal Inc.,172.814,178.37
USA,USA0003289,4.4,34.6642,-81.4486,Hydro,,,,1905,Dominion Energy South Carolina  Inc,18.089,11.8
USA,USA0006064,355,39.1681,-94.6975,Coal,Oil,Gas,,1987.619718,City of Kansas City - (KS),965.901998,1639.8
USA,USA0056177,140,40.0614,-111.7294,Gas,,,,2004,Utah Associated Mun Power Sys,344.588,493.7
USA,USA0006096,1389.6,40.6214,-95.7764,Coal,,,,1994.932642,Omaha Public Power District,8702.872046,6418.8
USA,USA0002255,26.1,40.6806,-95.8475,Gas,Oil,,,1968.961686,City of Nebraska City,-0.67,92.04
USA,USA0007555,13.5,40.6661,-95.8683,Gas,Oil,,,1998,City of Nebraska City,-0.749,47.6
USA,USA0061125,1,44.4623,-72.7709,Solar,,,,2016,Town of Stowe- (VT),1.32,1.18
USA,USA0056495,264,39.2175,-79.2094,Wind,,,,2008.378788,NedPower Mt Storm LLC,566.611,761.82
USA,USA0054867,6.2,46.4094,-86.6443,Coal,,,,1930,Neenah Paper Michigan Inc.,34,28.63
USA,USA0055477,40,44.285,-105.3786,Gas,,,,2001,Black Hills Power  Inc. d/b/a,7.678,141.05
USA,USA0007504,130,44.2856,-105.3833,Coal,Gas,,,1996.538462,Black Hills Power  Inc. d/b/a,557.412998,600.49
USA,USA0060072,2,35.2898,-81.5689,Solar,,,,2015,Neisler Street Solar I  LLC,3.13,4.03
USA,USA0056568,14,36.2603,-115.0544,Solar,,,,2007.278571,Solar Star NAFB LLC,28.213,33.07
USA,USA0059919,15,36.2067,-115.0477,Solar,,,,2015,Nevada Power Co,40.225,37.79
USA,USA0050223,1.2,41.0289,-121.8924,Hydro,,,,1989,Nelson Creek Power Inc,2.175,2.88
USA,USA0055183,627.5,41.7744,-89.6072,Gas,,,,2015,Invenergy Services LLC,0,2212.87
USA,USA0059649,4.4,29.33,-98.66,Waste,,,,2014,Nelson Gardens Energy  LLC,18.925,0.79
USA,USA0056139,4.5,29.7336,-91.4431,Other,,,,2004,Enterprise Products Optg LP,0,88.74
USA,USA0060958,5,44.9371,-93.8287,Solar,,,,2018,SoCore Energy LLC,0.481,8.14
USA,USA0058524,1.1,35.7144,-78.4989,Solar,,,,2012,CleanCapital,1.69,1.76
USA,USA0002090,22,37.8503,-94.3444,Oil,,,,1974,Evergy Missouri West,-0.07,12.89
USA,USA0054350,94.8,36.3432,-114.9207,Gas,,,,1992,Nevada Cogeneration Assoc # 1,690.609,334.31
USA,USA0054349,96.3,36.2253,-114.8783,Gas,,,,1992.76947,Nevada Cogeneration Assoc # 2,727.853,339.6
USA,USA0056405,75.7,35.7998,-114.9817,Solar,Gas,,,2007,Acciona Solar Power,120.603,213.26
USA,USA0002483,25,41.8194,-74.6358,Hydro,,,,1954,New York Power Authority,27.414,46.47
USA,USA0004120,8.2,44.2772,-88.2678,Hydro,,,,2014,City of Kaukauna,45.568,36.48
USA,USA0059780,4.3,41.9254,-70.649,Solar,,,,2014,BWC Origination 4  LLC,5.938,6.65
USA,USA0056688,5.4,35.1681,-77.2267,Waste,Oil,,,2008.333333,Industrial Power Generating Company LLC,27.116,0.97
USA,USA0058339,5,35.2096,-77.0567,Solar,,,,2014,New Bern Farm LLC,9.155,9.56
USA,USA0003138,354.4,40.9379,-80.369,Gas,Coal,Oil,,1958.841986,New Castle Power  LLC,611.473,1249.79
USA,USA0059981,1.1,39.8541,-85.4034,Solar,,,,2016,Hoosier Energy R E C  Inc,1.899,1.61
USA,USA0055297,1176,42.3224,-86.2937,Gas,,,,2004,New Covert Generating Company LLC,6236.42,4147.15
USA,USA0060132,103,39.2006,-79.1406,Wind,,,,2017,New Creek Wind  LLC,246.345,302.48
USA,USA0057380,28.5,42.7297,-73.0236,Wind,,,,2013,Avangrid Renewables LLC,89.361,92.71
USA,USA0001168,26.5,43.0689,-92.3201,Gas,Oil,,,1982.607547,City of New Hampton - (IA),0.218,93.45
USA,USA0057609,100,42.1597,-95.4397,Wind,,,,2012,Avangrid Renewables LLC,284.824,360.93
USA,USA0006156,641.5,41.284,-72.9043,Gas,Oil,,,1985.468433,PSEG Power Connecticut LLC,18.136,2262.24
USA,USA0059983,1.1,38.1941,-86.9889,Solar,,,,2016,Hoosier Energy R E C  Inc,1.869,1.67
USA,USA0050755,3,38.1496,-120.8149,Hydro,,,,1989,Modesto Irrigation District,11.883,8.49
USA,USA0007898,1.1,40.4994,-84.3092,Oil,,,,2000,Village of New Knoxville - (OH),0,0.64
USA,USA0050261,4,39.4636,-119.0652,Hydro,,,,1989,Truckee-Carson Irrigation District,24.401,13.47
USA,USA0004130,8.3,43.8797,-90.1645,Oil,,,,1990.795181,City of New Lisbon,0.015,4.86
USA,USA0002167,1300,36.5147,-89.5617,Coal,,,,1974.5,Associated Electric Coop  Inc,7597.898979,6004.92
USA,USA0050036,37.4,39.6672,-80.8642,Hydro,,,,1988,New Martinsville Hannibal Hydro,195.501,135.7
USA,USA0006158,300,37.9469,-120.5282,Hydro,,,,1979,U S Bureau of Reclamation,713.048,893.87
USA,USA0054975,4.7,32.1648,-106.4513,Gas,,,,1997,New Mexico State University,36.524,16.57
USA,USA0056097,204,34.6357,-104.0473,Wind,,,,2003,FPL Energy New Mexico Wind LLC,496.778,473.93
USA,USA0050564,2.4,41.5477,-73.4252,Waste,,,,2008,WM Renewable Energy LLC,8.109,0.43
USA,USA0001999,16.9,44.5431,-93.5731,Gas,Oil,,,1972.828402,New Prague Utilities Comm,-1.38,59.59
USA,USA0059845,5.4,37.183,-80.699,Waste,Oil,,,2013,Ingenco Renewable Development  LLC,18.815,0.97
USA,USA0001453,9.4,30.7261,-91.3683,Gas,Oil,,,1960.595745,City of New Roads - (LA),0,33.14
USA,USA0060245,1.4,59.4484,-157.3255,Oil,,,,2008.214286,Alaska Village Elec Coop  Inc,1.68,0.82
USA,USA0002001,78.5,44.3159,-94.4581,Oil,Gas,,,1982.503185,New Ulm Public Utilities Comm,2.749,46
USA,USA0061026,11.9,40.8409,-73.9414,Oil,,,,2003.02521,New York Presbyterian Hospital,0.223,6.97
USA,USA0010221,11.4,42.7818,-73.6961,Hydro,,,,1990,Boralex Hydro Operations Inc,58.449,43.79
USA,USA0054808,19,40.7899,-73.9233,Gas,Oil,,,1999.631579,New York University,90.659,67
USA,USA0010427,33,34.0454,-117.5402,Gas,,,,2019,New-Indy Ontario LLC,241.924,116.37
USA,USA0057103,6.3,42.561,-71.8488,Gas,Oil,,,2007,Newark America,0,22.21
USA,USA0050385,152,40.7197,-74.13,Gas,Oil,,,1993,Newark Bay Cogeneration Partnership LP,0,536.02
USA,USA0058079,735,40.7072,-74.1258,Gas,,,,2015,Newark Energy Center  LLC,4210.732,2591.97
USA,USA0001846,5.5,46.352,-85.5064,Oil,,,,1975.272727,Newberry Water & Light Board,0.026,3.22
USA,USA0058226,1.5,34.8536,-116.6831,Solar,,,,2014,Newberry Solar 1 LLC,2.966,3.35
USA,USA0000632,12.7,38.8352,-121.093,Hydro,,,,1987,Pacific Gas & Electric Co.,14.305,47.49
USA,USA0050324,1.4,43.59,-71.733,Hydro,,,,1984,KTZ Hydro LLC,6.338,5.08
USA,USA0050137,101.9,29.2639,-95.8997,Gas,,,,1984,Luminant Generation Company LLC,4.297,359.34
USA,USA0009842,2.3,48.6759,-121.2408,Hydro,,,,1970,City of Seattle - (WA),-0.069,7.92
USA,USA0007183,1.7,59.8991,-154.6987,Oil,Hydro,,,2005.411765,I-N-N Electric Coop  Inc,3.641,0.99
USA,USA0008002,414,43.1,-70.7908,Gas,Oil,,,1974,Granite Shore Power,44.193,1459.96
USA,USA0003456,882,31.9836,-106.4318,Gas,Oil,,,1983.397506,El Paso Electric Co,1943.641,3110.36
USA,USA0054250,1.8,40.014,-75.0528,Gas,Oil,,,1964,Newman & Co Inc,11.463,6.34
USA,USA0059407,10.5,31.9783,-106.4275,Solar,,,,2015,Newman Solar LLC,27.5,25.28
USA,USA0003731,4,44.9376,-72.18,Hydro,,,,1941.1,Great Bay Hydro Corp,16.959,11.9
USA,USA0050354,1.7,43.1853,-75.0169,Hydro,,,,1988,Eagle Creek RE LLC,8.123,6.13
USA,USA0003790,1.4,38.5714,-78.5936,Hydro,,,,1923,PE Hydro Generation  LLC,4.427,4.91
USA,USA0006017,617.4,38.9361,-88.2781,Coal,Oil,,,1977,Illinois Power Generating Co,0,2851.87
USA,USA0059835,1.9,35.2516,-78.3674,Solar,,,,2015,SRE Utility Solar 1  LLC,3.499,3.56
USA,USA0060879,2,42.5621,-73.2871,Solar,,,,2016,Nexamp Peak  LLC,2.3,2.14
USA,USA0061340,2.2,44.0848,-73.2266,Solar,,,,2018,Cypress Creek Renewables,0,3.58
USA,USA0060981,20,36.3818,-120.1345,Solar,,,,2017,Westside Solar  LLC,46.016,32.59
USA,USA0058209,59.8,36.8467,-97.4175,Wind,,,,2013,Blackwell Wind  LLC,240.893,212.76
USA,USA0003778,3.6,37.2544,-79.8756,Hydro,,,,1954,Appalachian Power Co,0,8
USA,USA0002099,3,37.9385,-92.8477,Hydro,,,,1930,Sho-Me Power Electric Coop,0.166,8.9
USA,USA0003484,474.7,35.2834,-101.7464,Gas,,,,1964.649673,Southwestern Public Service Co,396.83,1674.02
USA,USA0058741,5,35.9911,-79.5481,Solar,,,,2014,Sustainable Power Group  LLC,9.225,10.28
USA,USA0003409,103.9,35.0017,-85.6218,Hydro,,,,1968,Tennessee Valley Authority,609.172,415.44
USA,USA0058034,1.5,35.6473,-119.7165,Solar,,,,2012,NLH1 Solar LLC,2.987,2.51
USA,USA0059600,20,35.8358,-119.0561,Solar,,,,2016,Nicolis  LLC,50.804,51.95
USA,USA0055966,80.8,60.6765,-151.3777,Gas,,,,1999.366337,Homer Electric Assn Inc,452.731,284.94
USA,USA0056569,121,33.2388,-115.5045,Gas,,,,2008,Imperial Irrigation District,73.924,426.7
USA,USA0002861,27,41.1669,-80.7477,Oil,,,,1972,Niles Power  LLC,0,15.82
USA,USA0000444,13.4,38.6373,-121.2202,Hydro,,,,1955,U S Bureau of Reclamation,64.65,59.35
USA,USA0007936,95.9,46.0958,-119.0964,Wind,,,,2002,Energy Northwest,212.782,210.99
USA,USA0003869,37.6,47.7697,-117.5372,Hydro,,,,1954.212766,Avista Corp,114.367,130.89
USA,USA0001403,2439.7,29.9472,-90.1458,Gas,Oil,,,1983.447514,Entergy Louisiana LLC,0,8603.59
USA,USA0002589,1901.1,43.5211,-76.41,Nuclear,,,,1981.260902,Exelon Nuclear,15992.88,15081.97
USA,USA0009674,16.2,43.0386,-89.3586,Gas,,,,1965,Madison Gas & Electric Co,0,57.12
USA,USA0060620,208.3,37.5867,-98.5793,Wind,,,,2017,Ninnescah Wind Energy LLC,929.143,611.72
USA,USA0054342,1.2,45.0717,-83.4381,Hydro,,,,1990,Thunder Bay Power Co LLC,8.115,4.56
USA,USA0050187,62.4,46.1236,-122.9728,Waste,Coal,Oil,Gas,1963.820513,Nippon Dynawave Packaging Co.,251.064045,11.3
USA,USA0059501,5,35.4869,-78.3139,Solar,,,,2015,USF Surry LLC,2.952,9.72
USA,USA0060673,7.9,37.0439,-93.339,Solar,,,,2017,Nixa Solar  LLC,1.708,12.87
USA,USA0057051,1.3,67.5709,-162.9657,Oil,,,,2009.384615,Alaska Village Elec Coop  Inc,0,0.76
USA,USA0056901,97.5,44.8216,-73.6509,Wind,,,,2009,Noble Wind Operations LLC,175.637,256.75
USA,USA0056620,100.5,42.5367,-78.3047,Wind,,,,2008,Noble Wind Operations LLC,210.434,274.21
