country,gppd_idnr,capacity_mw,latitude,longitude,primary_fuel,other_fuel1,other_fuel2,other_fuel3,commissioning_year,owner,generation_gwh_2017,estimated_generation_gwh_2017
USA,USA0006138,558,36.2561,-94.5241,Coal,Oil,,,1978,Southwestern Electric Power Co,2733.613007,2577.49
USA,USA0058392,2,46.2275,-113.2947,Hydro,,,,2013,Hydrodynamics Inc,13.71,4.72
USA,USA0060370,5.2,35.4027,-79.5531,Solar,,,,2016,Cypress Creek Renewables,9.644,10.65
USA,USA0000706,5.4,31.6028,-84.1376,Hydro,,,,1923.333333,Georgia Power Co,29.578,16.41
USA,USA0050465,85.1,32.2544,-84.0667,Biomass,Waste,Oil,Gas,1996.381904,International Paper - Flint River Mill,457.629418,
USA,USA0056117,5.4,38.6693,-88.4635,Oil,,,,2002,City of Flora - (IL),0.09,3.16
USA,USA0056118,3.6,38.6714,-88.4894,Oil,,,,2002,City of Flora - (IL),0.059,2.1
USA,USA0007337,9.2,43.7089,-73.0631,Oil,,,,1992,Omya Inc,0,5.39
USA,USA0055574,1.9,44.2297,-96.225,Wind,,,,2001,CHI Operations Inc,5.374,4.5
USA,USA0050806,103.8,34.1497,-79.5606,Waste,Coal,Oil,Gas,1982.277457,WestRock-Florence,458.430888,18.81
USA,USA0060990,7.9,40.0956,-74.7876,Solar,,,,2017,Florence Solar W3-080  LLC,11.913,12.87
USA,USA0010275,10.7,27.9114,-81.6006,Gas,,,,1996.728972,Citrus World Inc,56.2814,37.73
USA,USA0061031,5,36.5059,-77.6775,Solar,,,,2017,Greenbacker Renewable Energy Corporation,3.593,8.14
USA,USA0060147,6.5,34.5091,-79.1359,Solar,,,,2016,Cypress Creek Renewables,10.232,13.19
USA,USA0059245,155.4,32.9319,-101.1436,Wind,,,,2017,Fluvanna Wind Energy LLC,98.653,605.56
USA,USA0056172,43.5,43.3897,-95.2997,Wind,,,,2004,Avangrid Renewables LLC,129.72,128.2
USA,USA0060563,2,57.7801,-152.4438,Storage,,,,2015,Kodiak Electric Assn Inc,0,
USA,USA0000441,198.6,38.7067,-121.1584,Hydro,,,,1955,U S Bureau of Reclamation,861.616,577.71
USA,USA0001894,12,46.6668,-92.2939,Hydro,,,,1924,ALLETE  Inc.,84.348,43.31
USA,USA0000332,3,34.1552,-117.3971,Hydro,,,,1918,Southern California Edison Co,3.493,6.76
USA,USA0002779,254.7,35.4507,-83.805,Hydro,,,,1947.862191,Tennessee Valley Authority,731.222,646.33
USA,USA0058457,1.6,41.3389,-94.57,Wind,,,,2012,Forward Fontanelle Power  LLC,6.217,5.38
USA,USA0004185,10,42.027,-110.064,Hydro,,,,1968,U S Bureau of Reclamation,48.358,35.47
USA,USA0001705,9,44.4354,-83.4407,Hydro,,,,1918,Consumers Energy Co,33.106,34.42
USA,USA0055607,41.4,41.6283,-106.2013,Wind,,,,1999,PacifiCorp,126.928,87.68
USA,USA0055608,1.8,41.6575,-106.1892,Wind,,,,1999,Terra-Gen Operating Co-Wind,5.39,3.44
USA,USA0055609,24.8,41.6665,-106.1833,Wind,,,,1999,Terra-Gen Operating Co-Wind,63.891,56.48
USA,USA0055610,16.8,41.6744,-106.1805,Wind,,,,2000,Terra-Gen Operating Co-Wind,47.514,32.71
USA,USA0000396,10.1,34.3182,-118.4944,Hydro,,,,1971,Los Angeles Department of Water & Power,42.694,21.24
USA,USA0006645,9,34.5148,-118.6092,Hydro,,,,1981,Metropolitan Water District of S CA,52.669,19.36
USA,USA0010070,3.1,39.4588,-105.0657,Hydro,,,,1985,Denver City & County-Foothills,6.151,8.58
USA,USA0057997,35,32.6486,-114.4287,Solar,,,,2013.514286,Arizona Public Service Co,95.588,85.43
USA,USA0058583,3,41.7731,-71.3389,Solar,,,,2014,Forbes Street Solar  LLC,4.543,4.7
USA,USA0000417,41.9,39.551,-121.2788,Hydro,,,,1963,South Feather Water and Power Agency,160.691,119.21
USA,USA0054674,1.2,46.3838,-115.9493,Hydro,,,,1988,Ford Hydro Ltd Partnership,4.012,3.51
USA,USA0050906,14.8,35.0841,-106.6252,Gas,Cogeneration,,,2009.52027,University of New Mexico,77.884,52.19
USA,USA0060018,1,42.3174,-83.2095,Solar,,,,2015,DTE Electric Company,0.887,1.34
USA,USA0055317,872.2,42.2422,-70.9661,Gas,Oil,,,2003,Calpine Fore River Energy Center  LLC,4367.562968,3075.8
USA,USA0001138,22,43.2632,-93.6354,Oil,,,,1979.859091,City of Forest City- (IA),0.214,12.89
USA,USA0056394,124.2,32.039,-101.22,Wind,,,,2007,RWE Renewables Americas LLC,386.462,386.24
USA,USA0060837,5,45.2535,-92.894,Solar,,,,2017,Forest Lake Holdco LLC,2.767,8.14
USA,USA0050768,3.4,43.4425,-75.2159,Hydro,,,,1988,Ampersand Mount Ida Hydro LLC,12.435,9.1
USA,USA0059651,1.6,34.0714,-118.1961,Solar,,,,2015,Los Angeles Department of Water & Power,2.222,3.01
USA,USA0007138,76.8,39.8154,-74.2098,Gas,Oil,,,1989,Forked River Power  LLC,7.274,270.83
USA,USA0050350,14.5,39.8693,-121.6319,Hydro,,,,1992,HYPOWER INC,61.154,43.17
USA,USA0054518,100.8,30.4992,-91.1872,Gas,,,,1991.714286,Formosa Plastics Corp,385.35,355.47
USA,USA0010554,689.4,28.6917,-96.5417,Gas,,,,1995.033072,Formosa Plastics Corp,3428.127456,2431.16
USA,USA0055480,1894.2,32.7563,-96.4916,Gas,,,,2003,LaFrontera Holdings LLC,9685.471,6679.88
USA,USA0059862,30,32.3524,-84.9688,Solar,,,,2016,Georgia Power Co,56.01,66.2
USA,USA0002330,230,39.1281,-119.1322,Gas,,,,1969.5,Sierra Pacific Power Co,380.374,811.09
USA,USA0061552,15.7,39.44,-77.45,Solar,,,,2016,Montevue Lane Solar  LLC,20.55,27.12
USA,USA0001233,149,37.7328,-99.9497,Gas,,,,1969,Sunflower Electric Power Corp,1.747,525.44
USA,USA0003003,44.8,35.8693,-95.2269,Hydro,,,,1953,USCE-Tulsa District,180.382,164.26
USA,USA0059863,30,33.3866,-82.1401,Solar,,,,2016,Georgia Power Co,58.789,66.58
USA,USA0054834,7.4,63.9736,-145.7166,Oil,,,,1993.459459,Doyon Utilities - Fort Greely,0.05684,4.33
USA,USA0061540,4,38.8743,-99.4052,Wind,,,,2013,Fort Hays State University,14.974,13.18
USA,USA0057599,10.4,41.4711,-72.1022,Oil,,,,2010,Connecticut Mun Elec Engy Coop,0.92,6.09
USA,USA0058972,17.7,31.5553,-110.35,Solar,,,,2015.463277,Tucson Electric Power Co,36.639,47.19
USA,USA0003402,153.3,35.7917,-84.2431,Hydro,,,,1946.223092,Tennessee Valley Authority,733.407,452.47
USA,USA0008067,100.8,40.0922,-104.796,Gas,Oil,,,1972,Public Service Co of Colorado,1.334,355.47
USA,USA0050514,5,43.1609,-73.5841,Hydro,,,,1985,Fort Miller Associates,27.35,19.72
USA,USA0000612,2680.9,26.6967,-81.7831,Gas,Oil,,,1995.060577,Florida Power & Light Co,0,9454.18
USA,USA0003401,59.4,36.4982,-82.5086,Hydro,,,,1954,Tennessee Valley Authority,107.901,179.38
USA,USA0006623,179.7,48.0122,-106.4123,Hydro,,,,1953.558152,USACE-Omaha,805.283,598.65
USA,USA0003373,320,43.0653,-98.5539,Hydro,,,,1954.625,USACE-Omaha,1677.525,704.59
USA,USA0060679,10.6,31.3311,-85.7302,Solar,,,,2017,Alabama Power Co,16.206,17.27
USA,USA0006112,1148.5,40.2461,-104.8742,Gas,,,,2000.992425,Public Service Co of Colorado,2744.604,4050.18
USA,USA0059865,30,31.9047,-81.5954,Solar,,,,2016,Georgia Power Co,58.401,67.4
USA,USA0054131,65.7,43.0483,-78.8539,Gas,Oil,,,1993,North American Energy Services,0,231.69
USA,USA0056942,129,43.6161,-88.4969,Wind,,,,2008.232558,Wisconsin Public Service Corp,313.238,384.85
USA,USA0056699,29.4,40.0853,-78.8633,Wind,,,,2008,NRG Energy Gas & Wind Holdings Inc,61.744,94.22
USA,USA0056308,10.5,42.8581,-114.9494,Wind,,,,2005,Greenbacker Renewable Energy Corporation,25.765,27.59
USA,USA0006552,20,44.4146,-122.6712,Hydro,,,,1968,USACE Northwestern Division,85.913,79.09
USA,USA0010342,113.5,38.0244,-122.0589,Gas,,,,1987,Foster Wheeler Power Sys Inc,742.365,400.25
USA,USA0010343,47.3,40.8112,-76.453,Coal,Gas,,,1990,Mount Carmel Cogen Inc,315.449997,218.48
USA,USA0057791,1.5,38.2322,-122.0928,Wind,,,,2011,Foundation HA Energy Generation  LLC,3.35,3.4
USA,USA0061066,1.9,34.691,-118.221,Wind,,,,2018,Foundation CA Fund VIII Manager  LLC,0,5.57
USA,USA0058102,3,34.6231,-117.1125,Wind,,,,2013,Foundation CA Fund VI Manager LLC,3.856,5.55
USA,USA0058112,1,38.6928,-121.9325,Wind,,,,2012,Foundation CA Fund V Manager  LLC,1.808,2.14
USA,USA0058101,3.2,34.5619,-117.3072,Wind,,,,2013,Foundation CA Fund VI Manager LLC,3.329,6.73
USA,USA0057792,1,34.0847,-117.5294,Wind,,,,2012,Foundation HA Energy Generation  LLC,0.473,1.1
USA,USA0058114,5.1,33.9142,-116.7492,Wind,,,,2014.862745,Foundation CA Fund V Manager  LLC,12.895,11.6
USA,USA0058113,2,33.9172,-116.815,Wind,,,,2013,Foundation CA Fund V Manager  LLC,8.8,5.27
USA,USA0057626,2,37.7142,-121.5217,Wind,,,,2011,Foundation HA Energy Generation  LLC,3.5,4.24
USA,USA0061067,1.9,36.2745,-121.1916,Wind,,,,2017,Foundation CA Fund VIII Manager  LLC,0.845,5.57
USA,USA0058104,1,38.42,-121.8181,Wind,,,,2013,Foundation CA Fund VI Manager LLC,1.442,2.15
USA,USA0058105,1,40.1111,-122.1939,Wind,,,,2012,Foundation CA Fund VI Manager LLC,1.995,2.13
USA,USA0055453,228,38.5569,-104.6875,Gas,,,,2001,Fountain Valley Power LLC,122.983,804.04
USA,USA0002442,1636.2,36.69,-108.4814,Coal,Gas,,,1969.5,Arizona Public Service Co,0,7557.89
USA,USA0056969,10,45.7286,-119.4181,Wind,,,,2009,Echo 2,23.802,26.87
USA,USA0056970,10,45.6447,-119.4533,Wind,,,,2009,Echo 2,21.717,26.87
USA,USA0054341,2,45.0933,-83.5025,Hydro,,,,1991.5,Thunder Bay Power Co LLC,12.531,7.59
USA,USA0060696,3.2,31.8111,-106.5933,Waste,,,,2008,ENERGYneering Solutions  Inc,0.624,0.57
USA,USA0010050,1.3,34.6968,-92.165,Biomass,Gas,,,2010,Little Rock Water Reclamation Authority,6.55032,
USA,USA0058904,40,39.6411,-79.0111,Wind,,,,2015,Fourmile Wind Energy  LLC,132.031,137.69
USA,USA0010467,3.3,42.7876,-73.6917,Hydro,,,,1988,Boralex Hydro Operations Inc,11.918,10.85
USA,USA0059547,150,40.6206,-87.3781,Wind,,,,2016,Pattern Operators LP,458.91,487.66
USA,USA0056777,600.3,40.5839,-87.3336,Wind,,,,2009.333167,AE Power Services LLC,1319.565,1663.44
USA,USA0056031,618.8,44.3204,-88.2089,Gas,Oil,,,2005.321429,Wisconsin Public Service Corp,3116.451011,2182.19
USA,USA0057354,4.5,44.0942,-68.8658,Wind,,,,2009,Fox Island Wind LLC,9.993,11.86
USA,USA0059563,5,35.2206,-79.5519,Solar,,,,2015,Foxfire Farm  LLC,10.143,10.21
USA,USA0057666,16.2,41.4731,-71.9606,Gas,,,,2011.111111,Foxwoods Resort Casino,124.83512,57.12
USA,USA0059717,3.2,42.2979,-71.4361,Oil,Solar,,,2010.125,Framingham State University,0.098,1.87
USA,USA0001851,3.8,42.8686,-84.8956,Oil,Gas,,,1987.368421,City of Portland - (MI),0,2.22
USA,USA0055505,154.2,39.9411,-104.682,Gas,Oil,,,2002,Tri-State G & T Assn  Inc,11.742,543.78
USA,USA0050219,5.3,37.8304,-120.807,Hydro,,,,1983,Turlock Irrigation District,10.16,11.05
USA,USA0060732,8.2,41.1666,-74.7016,Solar,,,,2012,GSRP,11.468,11.58
USA,USA0000397,2,34.1039,-118.4134,Hydro,,,,1921,Los Angeles Department of Water & Power,0,4.54
USA,USA0002745,1,35.2194,-83.3708,Hydro,,,,1925,Northbrook Carolina Hydro II  LLC,3.044,3.69
USA,USA0002238,3.9,40.0892,-98.9508,Gas,Oil,,,1966.512821,City of Franklin - (NE),0.023,13.75
USA,USA0002564,2,44.4372,-73.9725,Hydro,,,,1918.5,Erie Boulevard Hydropower LP,12.481,7.27
USA,USA0059178,3,42.0406,-71.3936,Solar,,,,2013,CD US Solar MT 2 LLC,4.367,4.47
USA,USA0059179,4,42.0542,-71.3917,Solar,,,,2014,CD US Solar MT 2 LLC,5.941,5.91
USA,USA0057844,99,42.6067,-93.3365,Wind,,,,2013,Interstate Power and Light Co,224.727,345.91
USA,USA0000561,21.8,41.7989,-73.1163,Oil,,,,1968,Connecticut Jet Power LLC,0,12.77
USA,USA0054224,32.6,44.0206,-92.4656,Gas,Oil,Other,,1986.257669,Franklin Heating Station,59.077272,114.96
USA,USA0058802,2,36.0975,-78.1678,Solar,,,,2013,Argand Energy Solutions  LLC,3.029,3.7
USA,USA0059579,2,36.1269,-78.1525,Solar,,,,2014,Franklin Solar 2 LLC,3.879,3.74
USA,USA0057809,1.1,37.5425,-122.2928,Gas,,,,2011,Bloom Energy,7.553,3.87
USA,USA0059708,5,36.08,-78.35,Solar,,,,2017,Cypress Creek Renewables,7.359,8.14
USA,USA0004020,13.7,45.6548,-92.4651,Oil,,,,1983.751825,Northwestern Wisconsin Elec Co,-0.105,8.02
USA,USA0057754,2,39.1408,-78.0975,Waste,,,,2010,Frederick County Virginia,11.439,0.36
USA,USA0000099,177.8,47.0797,-122.365,Gas,Oil,,,1981,Puget Sound Energy Inc,25.536,627.01
USA,USA0055818,318.3,47.0861,-122.3657,Gas,,,,2002,Frederickson Power LP,931.446,1122.48
USA,USA0057946,27.6,37.5717,-90.3173,Gas,,,,2015,Missouri Jnt Muni.Pwr Elec. Ut. Comm.,2.214,97.33
USA,USA0000607,376,48.4558,-122.4358,Gas,Oil,,,1989.326064,Puget Sound Energy Inc,120.503,1325.96
USA,USA0000943,15.7,38.4256,-89.9144,Oil,Gas,,,1989.159236,Village of Freeburg - (IL),0.137,9.2
USA,USA0007842,71,39.1033,-88.859,Gas,,,,2000,Southwestern Electric Coop Inc - (IL),2.073,250.38
USA,USA0061833,5,34.287,-79.148,Solar,,,,2018,Freedom Solar  LLC,0.024,8.14
USA,USA0059912,5,35.4276,-80.9972,Solar,,,,2017,Heelstone Energy Holdings  LLC,9.503,8.14
USA,USA0052120,678.1,28.9913,-95.4075,Gas,,,,1982.587819,Olin Blue Cube Operations,2537.35544,2391.31
USA,USA0056152,260,28.9888,-95.3954,Gas,,,,2007,Dow Chemical Co,1300.78355,916.88
USA,USA0054734,30.4,32.6618,-108.3628,Oil,Gas,,,1969.888158,Freeport McMoRan Inc,0.004,17.81
USA,USA0055226,1036,31.8907,-96.1131,Gas,,,,2002,Freestone Power Generation LLC,5343.076,3653.44
USA,USA0058283,4.5,41.7664,-70.9808,Solar,,,,2015,Mass Solar  LLC,7.17,8.54
USA,USA0060183,2,33.8926,-118.0376,Solar,,,,2016,Golden Springs Development Company LLC,3.359,3.58
USA,USA0060759,1.5,40.3763,-74.5278,Solar,,,,2014,Marina Energy LLC,2.182,2.36
USA,USA0004176,66.8,42.4766,-106.7959,Hydro,,,,1961,U S Bureau of Reclamation,289.328,196.1
USA,USA0059785,5.8,43.4597,-85.9761,Biomass,,,,2013,Generate Fremont Digester  LLC.,0,
USA,USA0055701,739.5,41.3771,-83.1614,Gas,,,,2012,American Mun Power-Ohio  Inc,0,2607.84
USA,USA0059103,5,35.5319,-77.9692,Solar,,,,2017,Dominion Renewable Energy - Fremont,0.873,8.14
USA,USA0004005,188,43.8292,-91.2597,Oil,Waste,Gas,,1969.148936,Northern States Power Co - Minnesota,58.533,110.18
USA,USA0050437,1.6,42.2143,-83.4407,Hydro,,,,1989,STS Hydropower  LLC,3.001,5.29
USA,USA0000424,15.3,39.078,-120.4061,Hydro,,,,1966,Placer County Water Agency,106.178,49.29
USA,USA0010656,1.3,41.8203,-86.2592,Hydro,,,,1925.846154,French Paper Co,6.076,3.58
USA,USA0060994,6.1,40.1097,-74.1302,Solar,,,,2014,Brick Standard  LLC,6.88,10.01
USA,USA0057486,3,40.5217,-75.0122,Solar,,,,2012,Consolidated Edison Development Inc.,4.593,4.16
USA,USA0057487,3,40.5144,-74.9769,Solar,,,,2012,Consolidated Edison Development Inc.,4.376,4.16
USA,USA0058564,7.9,40.4825,-75.0181,Solar,,,,2014,Consolidated Edison Development Inc.,12.652,12.86
USA,USA0010156,82.6,36.617,-120.0998,Gas,,,,2001.495157,Wellhead Energy  LLC,23.722,291.28
USA,USA0060083,3,36.6168,-120.1051,Solar,,,,2015,Wellhead Energy  LLC,6.14,6.06
USA,USA0056510,1.6,39.9589,-76.4442,Waste,,,,2006,EPP Renewable Energy,13.102,0.28
USA,USA0050393,37.5,36.9977,-119.7035,Hydro,,,,1991.378667,Friant Power Authority,166.258,113.25
USA,USA0010798,5.4,36.7151,-80.9856,Hydro,,,,1954.333333,Aquenergy Systems Inc,23.449,16.98
USA,USA0058664,4.6,41.8628,-71.8917,Gas,,,,2009,Frito Lay Incorporated Dayville,23.83752,16.22
USA,USA0010110,6,35.3951,-119.3216,Gas,,,,1986,Frito-Lay Inc,28.175,21.15
USA,USA0055283,554.3,38.6281,-104.7069,Gas,,,,2003,City of Colorado Springs - (CO),1669.348,1954.73
USA,USA0059143,3.2,40.0294,-105.0047,Waste,,,,2011,Timberline Energy LLC,22.01,0.57
USA,USA0007396,8.1,42.1483,-72.5911,Oil,,,,1978,City of Chicopee - (MA),0.439,4.74
USA,USA0050558,122.4,35.4397,-97.625,Gas,,,,1989,Oklahoma Gas & Electric Co,116.063,431.64
USA,USA0060039,20,37.3799,-121.1307,Solar,,,,2016,Frontier Solar  LLC,51.261,48.37
USA,USA0060218,200,36.8389,-97.181,Wind,,,,2017,Frontier Windpower  LLC,675.157,587.34
USA,USA0000471,26.6,39.1364,-108.7347,Gas,Oil,,,1973,Public Service Co of Colorado,0.17,93.8
USA,USA0059472,19.9,39.1281,-119.14,Solar,,,,2015,Apple  Inc,36.509,48.56
USA,USA0056148,6,44.3681,-100.3808,Oil,,,,2004,City of Fort Pierre - (SD),0.047,3.51
USA,USA0058083,21,33.8617,-117.8931,Gas,,,,2002,Kimberly-Clark Worldwide Inc,78.24,74.05
USA,USA0007825,154.8,33.6094,-93.7924,Gas,,,,2001,Arkansas Electric Coop Corp,23.368,545.9
USA,USA0002126,33.2,38.8681,-91.9478,Gas,Oil,,,1971.728916,City of Fulton - (MO),0,117.07
USA,USA0002566,1.3,43.3241,-76.419,Hydro,,,,1925.538462,Erie Boulevard Hydropower LP,0,3.88
USA,USA0057003,3.2,43.0142,-74.4739,Waste,,,,2010,Innovative Energy Systems Inc,12.95,0.57
USA,USA0059622,8,41.7744,-70.6158,Wind,,,,2016,Consolidated Edison Solutions Inc,15.235,31.03
USA,USA0054360,4.7,39.779,-88.9016,Oil,,,,1981,Fuyao Glass Illinois  Inc,0,2.75
USA,USA0056588,1.3,43.5861,-95.7761,Wind,,,,2006,Midwest Power Partners LLC,2.934,3.12
USA,USA0002718,1148.4,35.1897,-81.0122,Coal,,,,1959.147335,Duke Energy Carolinas  LLC,994.305001,5304.66
USA,USA0056054,43,43.9785,-92.8511,Wind,,,,2002.325581,Garwin McNeilus,82.592,106.51
USA,USA0000665,35.7,25.4756,-80.47,Gas,Oil,,,1975.857143,City of Homestead - (FL),0.661,125.89
USA,USA0059366,8.5,41.1892,-74.5917,Solar,,,,2014,G&S Solar Installers LLC,9.245,12.82
USA,USA0058320,1.6,38.3147,-121.8336,Waste,,,,2013,G2 Energy LLC,11.523,0.28
USA,USA0057128,4,29.1229,-82.0555,Waste,,,,2009.2,G2 Energy LLC,17.081,0.72
USA,USA0057133,3.5,39.0728,-121.3992,Waste,,,,2010.828571,G2 Energy LLC,24.615,0.63
USA,USA0057566,5.3,35.1553,-118.3694,Wind,,,,2016.584906,GE Wind Energy LLC,3.89,3.56
USA,USA0061539,2.3,42.2623,-71.5,Solar,,,,2016,Ameresco  Inc - GELD,3.468,3.21
USA,USA0059426,5,36.2483,-76.5019,Solar,,,,2015,Cypress Creek Renewables,8.37,9.7
USA,USA0058219,2,43.1244,-89.545,Biomass,,,,2013.7,GL Dairy Biogas LLC,13.893,
USA,USA0057813,5,43.9917,-91.8778,Wind,,,,2012,GL Wind LLC,9.041,14.92
USA,USA0056512,3.2,40.3664,-76.4931,Waste,,,,2007,EPP Renewable Energy,16.779,0.57
USA,USA0059683,2.2,41.148,-80.8838,Solar,,,,2015,Lordstown Motors Corp,2.04138,3.16
USA,USA0060874,5,43.6321,-72.4186,Solar,,,,2017,Green Mountain Power Corp,7.334,8.14
USA,USA0060562,5.9,44.0858,-73.1954,Solar,Storage,,,2017.169492,Green Mountain Power Corp,8.524,9.61
USA,USA0060547,1.9,44.4269,-73.0085,Solar,,,,2016,Green Mountain Power Corp,2.773,2.45
USA,USA0060877,5,44.1361,-72.5105,Solar,,,,2017,Green Mountain Power Corp,7.063,8.14
USA,USA0060875,4.7,44.4655,-73.1032,Solar,,,,2016,Green Mountain Power Corp,6.796,5.87
USA,USA0050552,38.9,33.915,-116.7103,Wind,,,,1999,GlidePath Power Operations LLC,56.819,74.08
USA,USA0060935,1,44.6922,-92.8169,Solar,,,,2017,SoCore Energy LLC,0.133,1.62
USA,USA0000165,1734.3,36.1903,-95.2894,Gas,Coal,,,1995.176959,Grand River Dam Authority,765.222002,6116
USA,USA0055596,30.3,42.3953,-83.558,Waste,Oil,,,1997.574257,Gas Recovery Systems Inc,0,5.49
USA,USA0055597,5.7,42.3563,-85.0058,Waste,,,,2000.684211,Gas Recovery Systems Inc,31.749,1.03
USA,USA0055599,5.3,35.3533,-80.668,Waste,Oil,,,2000,Gas Recovery Systems Inc,0,0.96
USA,USA0055589,5.3,41.7487,-71.1065,Waste,,,,2000,Gas Recovery Systems Inc,24.585,0.96
USA,USA0058576,2.3,33.3,-104.4,Solar,,,,2011,Altus Power America Management  LLC,5.071,3.83
USA,USA0056450,80,41.6436,-89.1731,Wind,,,,2007,Leeward Asset Management  LLC,220.858,217.57
USA,USA0057390,2.6,40.0439,-76.7355,Solar,,,,2011,GlaxoSmithKline Consumer Healthcare L P,2.89476,3.44
USA,USA0061738,1.6,39.0172,-76.909,Solar,,,,2015,GWCC PV Solar Farm,1.867,2.62
USA,USA0003648,492.1,40.7686,-111.9289,Gas,,,,1974.465556,PacifiCorp,92.814,1735.38
USA,USA0000007,138,34.0128,-85.9708,Gas,,,,1949,Alabama Power Co,0,486.65
USA,USA0060633,2,34.499,-78.653,Solar,,,,2016,Cypress Creek Renewables,4.224,4.15
USA,USA0056540,13.5,39.3732,-119.7645,Geothermal,,,,2007,Ormat Nevada Inc,36.656,72.97
USA,USA0056541,30,39.3887,-119.7489,Geothermal,,,,2008,Ormat Nevada Inc,136.232,162.16
USA,USA0007437,3.9,64.7442,-156.8736,Oil,,,,2006.435897,Galena Electric Utility,5.543,2.28
USA,USA0050938,1.6,42.8489,-123.1778,Hydro,,,,1987,Douglas County,7.626,3.56
USA,USA0007918,5.4,40.7303,-82.7939,Oil,,,,2001,American Mun Power-Ohio  Inc,0.162,3.16
USA,USA0055263,49.5,40.7167,-82.789,Gas,,,,2000,American Mun Power-Ohio  Inc,2.145,174.56
USA,USA0002127,7.2,39.9172,-93.9539,Oil,,,,1984.319444,City of Gallatin - (MO),0,4.21
USA,USA0003403,1918.4,36.3156,-86.4006,Coal,Oil,Gas,,1968.154087,Tennessee Valley Authority,5326.075044,8861.42
USA,USA0057062,1.6,63.7771,-171.7124,Oil,,,,2006,Alaska Village Elec Coop  Inc,0,0.93
USA,USA0055377,87.6,39.7475,-79.8389,Gas,Oil,,,2000,Gans Energy LLC,0,308.92
USA,USA0000053,3,31.4033,-86.4795,Hydro,,,,1961.4,PowerSouth Energy Cooperative,2.484,7
USA,USA0056909,1.2,36.7839,-119.7094,Solar,,,,2008,GSRP,1.905,1.49
USA,USA0001336,256.3,37.9703,-100.8956,Gas,,,,1975.188061,Sunflower Electric Power Corp,38.155,903.84
USA,USA0057469,150,42.2244,-93.3736,Wind,,,,2010,Garden Wind LLC,555.496,523.79
USA,USA0050688,1,44.2218,-69.7857,Hydro,,,,1985,KEI (Maine) Power Management (III) LLC,4.739,2.98
USA,USA0007281,39.2,38.8308,-94.8903,Gas,Oil,,,1990,City of Gardner - (KS),0,138.23
USA,USA0058937,2,42.5864,-72.0308,Solar,,,,2014,Gardner Solar 1  LLC,3.175,2.62
USA,USA0001634,3.5,42.5914,-72.7308,Hydro,,,,1923.8,Central Rivers Power MA  LLC,1.79,10.14
USA,USA0057551,2.9,44.7264,-108.8644,Hydro,,,,1983,Shoshone Irrigation District,7.63359,6.82
USA,USA0058528,4,33.8906,-116.5431,Solar,,,,2015,Garnet Solar Generation Station I LLC,9.05553,8.65
USA,USA0057302,6.5,33.9053,-116.5825,Wind,,,,2009,Terra-Gen Operating Co-Wind,17.192,18.06
USA,USA0001278,11.7,38.2697,-95.2447,Oil,Gas,,,1974.239316,City of Garnett - (KS),0.023,6.85
USA,USA0058866,5,34.3253,-78.7931,Solar,,,,2013,Garrell Solar Farm LLC,7.437,9.96
USA,USA0060847,1.2,39.5052,-79.393,Solar,,,,2017,Tesla Inc.,0,1.95
USA,USA0002815,583.4,47.4945,-101.4115,Hydro,,,,1957.4988,USACE-Omaha,2582.107,1347.71
USA,USA0057349,361,39.1872,-75.4994,Gas,Oil,,,2015,Garrison Energy Center LLC,1769.192986,1273.06
USA,USA0002357,12.4,43.1655,-71.5094,Hydro,,,,1956.258065,Central Rivers Power NH  LLC,32.714,43.99
USA,USA0057601,5.2,41.3367,-72.02,Oil,,,,2010,Connecticut Mun Elec Engy Coop,0.539,3.04
USA,USA0050733,161,41.6224,-87.3289,Gas,Oil,,,1997,United States Steel-Gary,993.444002,567.76
USA,USA0059641,5,36.468,-77.592,Solar,,,,2016,Garysburg Solar LLC,9.105,9.36
USA,USA0001130,43.4,42.512,-92.476,Gas,Oil,,,1985.548387,Cedar Falls Utilities,0,153.04
USA,USA0050492,6.1,32.6792,-117.2467,Biomass,Gas,Hydro,,1989.180328,City of San Diego,22.094,
USA,USA0002756,177.6,36.4991,-77.8115,Hydro,,,,1963,Virginia Electric & Power Co,271.398,459.12
USA,USA0061758,4.2,35.3857,-81.172,Waste,,,,2011,Gaston County Solid Waste and Recycling Division,28.547,0.76
USA,USA0057629,1.8,35.2747,-81.1383,Oil,,,,2006,Gastonia City of,0.03,1.05
USA,USA0003258,6.7,35.1381,-81.5975,Hydro,,,,1915.089552,Northbrook Carolina Hydro II  LLC,5.789,16.18
USA,USA0059642,5,36.5147,-77.6561,Solar,,,,2016,Gaston Solar LLC,9.323,9.36
USA,USA0056262,5.4,35.2891,-81.2052,Oil,,,,2005,North Carolina Mun Power Agny #1,0.211,3.16
USA,USA0056954,11.8,35.3017,-81.2092,Oil,,,,2011.050847,North Carolina Mun Power Agny #1,-0.015,6.91
USA,USA0058673,5,36.4508,-76.8036,Solar,,,,2016,Oppidum Renewables USA  LLC,9.216,8.67
USA,USA0057892,20,36.1764,-120.1142,Solar,,,,2013,Pacific Gas & Electric Co.,42.378,48.44
USA,USA0003697,4,41.1365,-111.8314,Hydro,,,,1958,Weber Basin Water Conserv Dist,11.48,11.46
USA,USA0007798,3.6,38.7253,-77.5097,Oil,,,,2002.5,City of Manassas - (VA),0.019,2.1
